Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
REFLECTIONS AT KEPPEL BAY,"1,925,770","1,248.62","1,542",26 Feb 2020,1 KEPPEL BAY VIEW #01-06,Resale,Strata,116,"16,601",-,Condominium,1,99 yrs from 15/03/2006,2011,HDB,098402,04,09,Central Region,Bukit Merah
SERANGOON GARDEN ESTATE,"4,320,000","2,643.64","1,634",26 Feb 2020,10 COLCHESTER GROVE,Resale,Land,245.6,"17,590",-,Terrace House,1,999 yrs from 01/01/1956,-,Private,558350,19,55,North East Region,Serangoon
RIVERGATE,"3,450,000","1,496.2","2,306",26 Feb 2020,99 ROBERTSON QUAY #40-11,Resale,Strata,139,"24,820",-,Apartment,1,Freehold,2009,Private,238258,09,23,Central Region,Singapore River
N.A.,"1,900,000","1,080.71","1,758",26 Feb 2020,22 LORONG 25 GEYLANG,Resale,Land,100.4,"18,924",-,Terrace House,1,Freehold,-,Private,388300,14,38,Central Region,Geylang
RIVERVALE CREST,"787,000","1,194.8",659,26 Feb 2020,9 RIVERVALE CRESCENT #02-28,Resale,Strata,111,"7,090",-,Apartment,1,99 yrs from 06/12/1997,2002,HDB,545086,19,54,North East Region,Sengkang
THE CALYPSO,"1,385,000","1,259.39","1,100",26 Feb 2020,500 UPPER EAST COAST ROAD #03-05,Resale,Strata,117,"11,838",-,Apartment,1,Freehold,2005,Private,465540,16,46,East Region,Bedok
PARC CLEMATIS,"1,133,000",721.19,"1,571",26 Feb 2020,8A JALAN LEMPENG #13-23,New Sale,Strata,67,"16,910",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128823,05,12,West Region,Clementi
N.A.,"3,400,000",940.77,"3,614",26 Feb 2020,22 NIVEN ROAD,Resale,Land,87.4,"38,902",-,Terrace House,1,Freehold,1996,Private,228369,09,22,Central Region,Rochor
NEWTON 18,"1,080,000",570.49,"1,893",26 Feb 2020,18 NEWTON ROAD #14-01,Resale,Strata,53,"20,377",-,Apartment,1,Freehold,2002,HDB,307989,11,30,Central Region,Novena
LE WOOD,"1,088,000","1,237.86",879,26 Feb 2020,23 HINDHEDE DRIVE #05-01,Resale,Strata,115,"9,461",-,Condominium,1,99 yrs from 11/03/1999,2000,Private,589320,21,58,West Region,Bukit Panjang
MARINA ONE RESIDENCES,"1,768,540",753.48,"2,347",26 Feb 2020,23 MARINA WAY #21-29,Resale,Strata,70,"25,265",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
FOURTH AVENUE RESIDENCES,"1,836,000",710.42,"2,584",26 Feb 2020,8 FOURTH AVENUE #10-25,New Sale,Strata,66,"27,818",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,268674,10,26,Central Region,Bukit Timah
SERANGOON GARDEN ESTATE,"2,450,000","2,167.87","1,130",26 Feb 2020,51 HUDDINGTON AVENUE,Resale,Land,201.4,"12,165",-,Terrace House,1,999 yrs from 01/01/1954,-,Private,557621,19,55,North East Region,Serangoon
THE M,"2,177,800",904.18,"2,409",26 Feb 2020,30 MIDDLE ROAD #10-02,New Sale,Strata,84,"25,926",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,188940,07,18,Central Region,Downtown Core
KINGSFORD . HILLVIEW PEAK,"766,000",678.13,"1,130",26 Feb 2020,101 HILLVIEW RISE #01-04,Sub Sale,Strata,63,"12,159",-,Condominium,1,99 yrs from 04/06/2012,2017,Private,667981,23,66,West Region,Bukit Batok
VICTORIA PARK VILLAS,"4,000,000","2,297.04","1,741",26 Feb 2020,41 VICTORIA PARK GROVE,Resale,Land,213.4,"18,744",-,Semi-Detached House,1,99 yrs from 23/09/2013,2018,Private,266124,10,26,Central Region,Bukit Timah
KIM SIA COURT,"2,399,000","1,420.85","1,688",26 Feb 2020,9 JALAN JINTAN #06-09,Resale,Strata,132,"18,174",-,Apartment,1,Freehold,-,Private,229006,09,22,Central Region,Newton
LILYDALE,"780,000","1,194.8",653,26 Feb 2020,560 YISHUN AVENUE 6 #03-23,Resale,Strata,111,"7,027",-,Executive Condominium,1,99 yrs from 12/09/2000,2003,HDB,768966,27,76,North Region,Yishun
THE TERRACE,"885,000","1,001.05",884,26 Feb 2020,98 EDGEDALE PLAINS #05-39,Resale,Strata,93,"9,516",-,Executive Condominium,1,99 yrs from 30/10/2013,2017,HDB,828689,19,82,North East Region,Punggol
REZI 24,"728,000",462.85,"1,573",26 Feb 2020,39 LORONG 24 GEYLANG #08-06,New Sale,Strata,43,"16,930",-,Apartment,1,Freehold,Uncompleted,N.A,398636,14,39,Central Region,Geylang
MABELLE,"960,000",731.95,"1,312",26 Feb 2020,15 LORONG M TELOK KURAU #03-05,Resale,Strata,68,"14,118",-,Apartment,1,Freehold,2009,HDB,425303,15,42,East Region,Bedok
VILLA MARINA,"1,280,000","1,560.78",820,26 Feb 2020,25 JALAN SEMPADAN #01-19,Resale,Strata,145,"8,828",-,Condominium,1,99 yrs from 13/02/1995,1999,Private,457400,15,45,East Region,Bedok
JADESCAPE,"1,325,700",764.24,"1,735",26 Feb 2020,16 SHUNFU ROAD #16-54,New Sale,Strata,71,"18,672",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575749,20,57,Central Region,Bishan
THE TESSARINA,"3,750,000","3,196.91","1,173",26 Feb 2020,28 WILBY ROAD #07-44,Resale,Strata,297,"12,626",-,Condominium,1,Freehold,2003,Private,276309,10,27,Central Region,Bukit Timah
ONE @ PULASAN,"1,610,000","1,636.13",984,26 Feb 2020,1 PULASAN ROAD #05-01,Resale,Strata,152,"10,592",-,Apartment,1,Freehold,2009,Private,424366,15,42,Central Region,Marine Parade
ELIAS GREEN,"893,000","1,367.03",653,26 Feb 2020,11 ELIAS GREEN #02-02,Resale,Strata,127,"7,031",-,Condominium,1,99 yrs from 23/07/1991,1994,Private,519964,18,51,East Region,Pasir Ris
THE TRIZON,"3,650,000","2,174.33","1,679",26 Feb 2020,2 RIDGEWOOD CLOSE #10-01,Resale,Strata,202,"18,069",-,Condominium,1,Freehold,2012,Private,276693,10,27,Central Region,Bukit Timah
PARC ESTA,"1,577,000",958,"1,646",26 Feb 2020,916 SIMS AVENUE #12-73,New Sale,Strata,89,"17,719",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408974,14,40,Central Region,Geylang
TREASURE AT TAMPINES,"900,000",678.13,"1,327",26 Feb 2020,11 TAMPINES LANE #05-42,New Sale,Strata,63,"14,286",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528480,18,52,East Region,Tampines
SARINA PARK,"3,425,000","2,510.16","1,364",26 Feb 2020,128 LORONG SARINA,Resale,Land,233.2,"14,687",-,Terrace House,1,Freehold,2002,HDB,416699,14,41,East Region,Bedok
JADESCAPE,"885,600",527.44,"1,679",26 Feb 2020,2 SHUNFU ROAD #06-04,New Sale,Strata,49,"18,073",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575742,20,57,Central Region,Bishan
MARINA ONE RESIDENCES,"2,700,364","1,140.98","2,367",26 Feb 2020,23 MARINA WAY #22-32,Resale,Strata,106,"25,475",-,Apartment,1,99 yrs from 01/07/2011,2017,N.A,018979,01,01,Central Region,Downtown Core
PARC CANBERRA,"1,012,000",925.7,"1,093",26 Feb 2020,3 CANBERRA WALK #11-05,New Sale,Strata,86,"11,767",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,757064,27,75,North Region,Sembawang
ASTORIA PARK,"920,000",925.7,994,26 Feb 2020,36 LORONG MYDIN #01-05,Resale,Strata,86,"10,698",-,Condominium,1,99 yrs from 01/05/1993,1995,HDB,416828,14,41,East Region,Bedok
ICON,"1,590,000",925.7,"1,718",26 Feb 2020,10 GOPENG STREET #26-02,Resale,Strata,86,"18,488",-,Apartment,1,99 yrs from 29/01/2002,2007,Private,078878,02,07,Central Region,Downtown Core
NIN RESIDENCE,"1,180,000",925.7,"1,275",26 Feb 2020,85 PHENG GECK AVENUE #08-16,Resale,Strata,86,"13,721",-,Apartment,1,99 yrs from 13/09/2010,2014,Private,348271,13,34,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,"1,013,000",721.19,"1,405",26 Feb 2020,43 HOUGANG AVENUE 7 #14-17,New Sale,Strata,67,"15,119",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,N.A,533814,19,53,North East Region,Hougang
PARC CANBERRA,"1,017,000",947.23,"1,074",26 Feb 2020,7 CANBERRA WALK #05-14,New Sale,Strata,88,"11,557",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757066,27,75,North Region,Sembawang
JADESCAPE,"2,153,000","1,259.39","1,710",26 Feb 2020,12 SHUNFU ROAD #14-42,New Sale,Strata,117,"18,402",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575747,20,57,Central Region,Bishan
PARK COLONIAL,"1,372,000",678.13,"2,023",26 Feb 2020,6 WOODLEIGH LANE #04-20,New Sale,Strata,63,"21,778",-,Condominium,1,99 yrs from 11/10/2017,Uncompleted,HDB,357687,13,35,Central Region,Toa Payoh
N.A.,"7,518,000","5,098.91","1,474",26 Feb 2020,21 MATLOCK RISE,Resale,Land,473.7,"15,871",-,Detached House,1,Freehold,2019,Private,358556,13,35,North East Region,Serangoon
AVENUE SOUTH RESIDENCE,"1,683,000",947.23,"1,777",26 Feb 2020,13 SILAT AVENUE #05-42,New Sale,Strata,88,"19,125",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,168878,03,16,Central Region,Bukit Merah
CHILTERN PARK,"1,285,000","1,248.62","1,029",26 Feb 2020,135 SERANGOON AVENUE 3 #09-15,Resale,Strata,116,"11,078",-,Condominium,1,99 yrs from 01/03/1991,1995,Private,556114,19,55,North East Region,Serangoon
WHISTLER GRAND,"806,880",505.91,"1,595",26 Feb 2020,107 WEST COAST VALE #28-07,New Sale,Strata,47,"17,168",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,Private,126751,05,12,West Region,Clementi
THE M,"1,404,600",484.38,"2,900",26 Feb 2020,30 MIDDLE ROAD #18-07,New Sale,Strata,45,"31,213",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188940,07,18,Central Region,Downtown Core
WESTMERE,"980,000","1,291.68",759,26 Feb 2020,71 JURONG EAST STREET 13 #02-10,Resale,Strata,120,"8,167",-,Executive Condominium,1,99 yrs from 26/06/1996,1999,Private,609650,22,60,West Region,Jurong East
JADESCAPE,"1,959,000","1,140.98","1,717",26 Feb 2020,16 SHUNFU ROAD #17-55,New Sale,Strata,106,"18,481",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575749,20,57,Central Region,Bishan
WHISTLER GRAND,"1,842,540","1,270.15","1,451",26 Feb 2020,109 WEST COAST VALE #33-18,New Sale,Strata,118,"15,615",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,N.A,126752,05,12,West Region,Clementi
D' IXORAS,"1,050,000",839.59,"1,251",26 Feb 2020,23 MINBU ROAD #09-01,Resale,Strata,78,"13,462",-,Apartment,1,Freehold,2011,Private,308172,11,30,Central Region,Novena
THE FLORENCE RESIDENCES,"1,003,000",667.37,"1,503",26 Feb 2020,83 HOUGANG AVENUE 2 #04-13,New Sale,Strata,62,"16,177",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,Private,538860,19,53,North East Region,Hougang
THE M,"1,596,900",667.37,"2,393",26 Feb 2020,36 MIDDLE ROAD #11-32,New Sale,Strata,62,"25,756",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188945,07,18,Central Region,Downtown Core
PIERMONT GRAND,"935,550",839.59,"1,114",26 Feb 2020,44 SUMANG WALK #07-47,New Sale,Strata,78,"11,994",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828627,19,82,North East Region,Punggol
PARC BOTANNIA,"927,080",667.37,"1,389",26 Feb 2020,12 FERNVALE STREET #19-13,New Sale,Strata,62,"14,953",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,N.A,797391,28,79,North East Region,Sengkang
NEEM TREE,"1,386,000",710.42,"1,951",26 Feb 2020,30 JALAN KEMAMAN #14-01,Resale,Strata,66,"21,000",-,Apartment,1,Freehold,2018,Private,329341,12,32,Central Region,Novena
AFFINITY AT SERANGOON,"1,664,000","1,151.75","1,445",26 Feb 2020,18 SERANGOON NORTH AVENUE 1 #05-01,New Sale,Strata,107,"15,551",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554336,19,55,North East Region,Serangoon
PEOPLE'S GARDEN,"3,960,000","5,065.54",782,26 Feb 2020,2 LORONG 1 REALTY PARK,Resale,Land,470.6,"8,415",-,Semi-Detached House,1,999 yrs from 01/01/1879,-,Private,536926,19,53,North East Region,Hougang
PARC BOTANNIA,"1,078,980",785.77,"1,373",26 Feb 2020,12 FERNVALE STREET #17-11,New Sale,Strata,73,"14,781",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,Private,797391,28,79,North East Region,Sengkang
MARGARET VILLE,"2,114,154","1,184.04","1,786",26 Feb 2020,20 MARGARET DRIVE #23-08,New Sale,Strata,110,"19,220",-,Apartment,1,99 yrs from 13/03/2017,Uncompleted,Private,149312,03,14,Central Region,Queenstown
STARS OF KOVAN,"870,000",505.91,"1,720",26 Feb 2020,984 UPPER SERANGOON ROAD #17-17,Sub Sale,Strata,47,"18,511",-,Apartment,1,99 yrs from 25/02/2015,2019,Private,533854,19,53,North East Region,Hougang
VALLEY PARK,"2,950,000","1,700.71","1,735",26 Feb 2020,477 RIVER VALLEY ROAD #18-05,Resale,Strata,158,"18,671",-,Condominium,1,999 yrs from 21/06/1877,1997,Private,248362,10,24,Central Region,Tanglin
PARC ESTA,"859,000",452.09,"1,900",26 Feb 2020,902 SIMS AVENUE #16-14,New Sale,Strata,42,"20,452",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408967,14,40,Central Region,Geylang
WOOLLERTON PARK,"4,180,000","2,357.32","1,773",26 Feb 2020,22 WOOLLERTON PARK #04-24,Resale,Strata,219,"19,087",-,Apartment,1,Freehold,-,Private,257526,10,25,Central Region,Tanglin
SOPHIA RESIDENCE,"2,400,000","2,185.09","1,098",26 Feb 2020,7 SOPHIA ROAD #08-12,Resale,Strata,203,"11,823",-,Condominium,1,Freehold,2014,Private,228192,09,22,Central Region,Rochor
AUSTVILLE RESIDENCES,"1,260,000","1,442.38",874,26 Feb 2020,19 SENGKANG EAST AVENUE #18-19,Resale,Strata,134,"9,403",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544808,19,54,North East Region,Sengkang
BEDOK RESIDENCES,"1,628,000","1,108.69","1,468",27 Feb 2020,18 BEDOK NORTH DRIVE #07-11,Resale,Strata,103,"15,806",-,Apartment,1,99 yrs from 21/11/2011,2015,HDB,465495,16,46,East Region,Bedok
H2O RESIDENCES,"1,190,000","1,130.22","1,053",27 Feb 2020,32 FERNVALE LINK #16-12,Resale,Strata,105,"11,333",-,Condominium,1,99 yrs from 10/05/2010,2015,Private,797531,28,79,North East Region,Sengkang
THE INTERLACE,"1,980,000","1,593.07","1,243",27 Feb 2020,200 DEPOT ROAD #07-41,Resale,Strata,148,"13,378",-,Condominium,1,99 yrs from 11/02/2009,2013,Private,109694,04,10,Central Region,Bukit Merah
ONE SHENTON,"1,080,000",581.26,"1,858",27 Feb 2020,1 SHENTON WAY #32-06,Resale,Strata,54,"20,000",-,Apartment,1,99 yrs from 14/10/2005,2011,Private,068803,01,06,Central Region,Downtown Core
WESTWOOD PARK,"1,320,000","1,614.6",818,27 Feb 2020,65 WESTWOOD DRIVE,Resale,Land,150,"8,800",-,Terrace House,1,99 yrs from 01/12/1994,1998,HDB,648883,22,64,West Region,Jurong West
PARC ESTA,"1,541,000",914.94,"1,684",27 Feb 2020,912 SIMS AVENUE #02-56,New Sale,Strata,85,"18,129",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408972,14,40,Central Region,Geylang
GALAXY TOWERS,"1,560,000","1,420.85","1,098",27 Feb 2020,30 ONAN ROAD #08-03,Resale,Strata,132,"11,818",-,Apartment,1,Freehold,1989,Private,424482,15,42,Central Region,Geylang
GALLOP GREEN,"7,780,000","4,241.02","1,834",27 Feb 2020,13 WOOLLERTON PARK #01-04,Resale,Strata,394,"19,746",-,Condominium,1,Freehold,2002,Private,257534,10,25,Central Region,Tanglin
TREE HOUSE,"1,345,000","1,410.08",954,27 Feb 2020,68 CHESTNUT AVENUE #24-17,Resale,Strata,131,"10,267",-,Condominium,1,99 yrs from 23/11/2009,2013,Private,679521,23,67,West Region,Bukit Panjang
TREASURE AT TAMPINES,"966,000",678.13,"1,425",27 Feb 2020,45 TAMPINES LANE #07-148,New Sale,Strata,63,"15,333",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528463,18,52,East Region,Tampines
PARC CANBERRA,"1,017,000",947.23,"1,074",27 Feb 2020,9 CANBERRA WALK #05-18,New Sale,Strata,88,"11,557",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756945,27,75,North Region,Sembawang
THE TAMPINES TRILLIANT,"1,140,000","1,130.22","1,009",27 Feb 2020,21 TAMPINES CENTRAL 7 #08-23,Resale,Strata,105,"10,857",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,HDB,528608,18,52,East Region,Tampines
PARC ESTA,"1,071,000",635.08,"1,686",27 Feb 2020,906 SIMS AVENUE #03-29,New Sale,Strata,59,"18,153",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408969,14,40,Central Region,Geylang
M21,"1,620,000","1,205.57","1,344",27 Feb 2020,21 MANDALAY ROAD #02-01,Resale,Strata,112,"14,464",-,Apartment,1,Freehold,2010,Private,308208,11,30,Central Region,Novena
N.A.,"3,450,000","3,709.27",930,27 Feb 2020,26 ELITE TERRACE,Resale,Land,344.6,"10,012",-,Terrace House,1,Freehold,1984,Private,458768,15,45,East Region,Bedok
SPRING GROVE,"1,630,000","1,011.82","1,611",27 Feb 2020,53 GRANGE ROAD #13-03,Resale,Strata,94,"17,340",-,Condominium,1,99 yrs from 01/12/1991,1996,Private,249565,10,24,Central Region,Tanglin
TREASURE AT TAMPINES,"685,000",462.85,"1,480",27 Feb 2020,47 TAMPINES LANE #10-156,New Sale,Strata,43,"15,930",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528462,18,52,East Region,Tampines
COSTA RHU,"3,588,000","2,238.91","1,603",27 Feb 2020,9 RHU CROSS #11-08,Resale,Strata,208,"17,250",-,Condominium,1,99 yrs from 30/05/1994,1997,Private,437436,15,43,Central Region,Kallang
THE TRIZON,"3,250,000","2,109.74","1,540",27 Feb 2020,6 RIDGEWOOD CLOSE #20-08,Resale,Strata,196,"16,582",-,Condominium,1,Freehold,2012,Private,276697,10,27,Central Region,Bukit Timah
DALVEY HAUS,"9,000,000","2,787.88","3,228",27 Feb 2020,101 DALVEY ROAD #01-08,New Sale,Strata,259,"34,749",-,Condominium,1,Freehold,Uncompleted,Private,259514,10,25,Central Region,Tanglin
ICON,"1,250,000",871.88,"1,434",27 Feb 2020,10 GOPENG STREET #11-22,Resale,Strata,81,"15,432",-,Apartment,1,99 yrs from 29/01/2002,2007,HDB,078878,02,07,Central Region,Downtown Core
GUILIN VIEW,"1,040,000","1,280.92",812,27 Feb 2020,26 BUKIT BATOK STREET 52 #21-02,Resale,Strata,119,"8,739",-,Condominium,1,99 yrs from 24/04/1996,2000,Private,659247,23,65,West Region,Bukit Batok
TREASURE AT TAMPINES,"1,185,000",850.36,"1,394",27 Feb 2020,9 TAMPINES LANE #10-39,New Sale,Strata,79,"15,000",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528481,18,52,East Region,Tampines
CASA ROSA,"998,000","1,108.69",900,27 Feb 2020,35 LORONG ONG LYE #02-02,Resale,Strata,103,"9,689",-,Condominium,1,99 yrs from 02/02/1998,2001,Private,536443,19,53,North East Region,Serangoon
PARC BOTANNIA,"1,046,000",785.77,"1,331",27 Feb 2020,10 FERNVALE STREET #15-02,New Sale,Strata,73,"14,329",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,HDB,797390,28,79,North East Region,Sengkang
LUMIERE,"1,510,000",968.76,"1,559",27 Feb 2020,2 MISTRI ROAD #27-02,Resale,Strata,90,"16,778",-,Apartment,1,99 yrs from 21/03/2006,2010,Private,079624,02,07,Central Region,Downtown Core
PARC BOTANNIA,"966,280",667.37,"1,448",27 Feb 2020,18 FERNVALE STREET #21-30,New Sale,Strata,62,"15,585",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,N.A,797394,28,79,North East Region,Sengkang
THE M,"1,733,200",613.55,"2,825",27 Feb 2020,38 MIDDLE ROAD #17-46,New Sale,Strata,57,"30,407",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188947,07,18,Central Region,Downtown Core
THE M,"1,471,000",527.44,"2,789",27 Feb 2020,30 MIDDLE ROAD #15-09,New Sale,Strata,49,"30,020",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,188940,07,18,Central Region,Downtown Core
VIEW AT KISMIS,"1,257,000",699.66,"1,797",27 Feb 2020,21 LORONG KISMIS #05-23,New Sale,Strata,65,"19,338",-,Apartment,1,99 yrs from 31/05/2019,Uncompleted,HDB,596187,21,59,Central Region,Bukit Timah
VIEW AT KISMIS,"1,187,000",688.9,"1,723",27 Feb 2020,23 LORONG KISMIS #05-27,New Sale,Strata,64,"18,547",-,Apartment,1,99 yrs from 31/05/2019,Uncompleted,Private,596188,21,59,Central Region,Bukit Timah
HIGH PARK RESIDENCES,"1,020,000",882.65,"1,156",27 Feb 2020,25 FERNVALE ROAD #23-24,Resale,Strata,82,"12,439",-,Apartment,1,99 yrs from 05/11/2014,2019,HDB,797639,28,79,North East Region,Sengkang
THE M,"1,386,700",484.38,"2,863",27 Feb 2020,30 MIDDLE ROAD #17-07,New Sale,Strata,45,"30,816",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188940,07,18,Central Region,Downtown Core
LE NOUVEL ARDMORE,"17,866,000","4,273.31","4,181",27 Feb 2020,1A ARDMORE PARK #19-02,Resale,Strata,397,"45,003",-,Condominium,1,Freehold,2014,Private,259945,10,25,Central Region,Newton
MERAPRIME,"1,780,000","1,173.28","1,517",27 Feb 2020,301 JALAN BUKIT HO SWEE #25-03,Resale,Strata,109,"16,330",-,Condominium,1,99 yrs from 20/06/2003,2006,Private,169568,03,16,Central Region,Bukit Merah
THE M,"1,673,700",731.95,"2,287",27 Feb 2020,30 MIDDLE ROAD #06-06,New Sale,Strata,68,"24,613",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188940,07,18,Central Region,Downtown Core
UPTOWN @ FARRER,"1,029,333",538.2,"1,913",27 Feb 2020,2 PERUMAL ROAD #13-01,New Sale,Strata,50,"20,587",-,Apartment,1,99 yrs from 17/04/2017,Uncompleted,HDB,218773,08,21,Central Region,Kallang
BOON COURT,"1,380,000","1,496.2",922,27 Feb 2020,161B STILL ROAD,Resale,Strata,139,"9,928",-,Apartment,1,Freehold,1976,Private,423995,15,42,Central Region,Geylang
LAKEHOLMZ,"1,160,000","1,237.86",937,27 Feb 2020,90 CORPORATION ROAD #16-21,Resale,Strata,115,"10,087",-,Condominium,1,99 yrs from 29/10/2001,2005,Private,649824,22,64,West Region,Jurong West
RIS GRANDEUR,"1,300,000","1,356.26",959,27 Feb 2020,21 ELIAS ROAD #12-03,Resale,Strata,126,"10,317",-,Condominium,1,Freehold,2005,HDB,519929,18,51,East Region,Pasir Ris
N.A.,"2,508,888","2,220.61","1,130",27 Feb 2020,22 JALAN RIANG,Resale,Land,206.3,"12,161",-,Terrace House,1,Freehold,-,Private,358991,13,35,North East Region,Serangoon
MELVILLE PARK,"988,800","1,453.14",680,27 Feb 2020,16 SIMEI STREET 1 #11-16,Resale,Strata,135,"7,324",-,Condominium,1,99 yrs from 01/09/1992,1996,HDB,529942,18,52,East Region,Tampines
LINCOLN SUITES,"2,000,000","1,044.11","1,916",27 Feb 2020,3 KHIANG GUAN AVENUE #19-05,Resale,Strata,97,"20,619",-,Condominium,1,Freehold,2014,Private,308381,11,30,Central Region,Novena
THE M,"1,606,900",667.37,"2,408",27 Feb 2020,36 MIDDLE ROAD #12-32,New Sale,Strata,62,"25,918",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188945,07,18,Central Region,Downtown Core
CARIBBEAN AT KEPPEL BAY,"1,990,000","1,377.79","1,444",27 Feb 2020,6 KEPPEL BAY DRIVE #01-05,Resale,Strata,128,"15,547",-,Condominium,1,99 yrs from 16/08/1999,2004,HDB,098638,04,09,Central Region,Bukit Merah
THE INFLORA,"733,000",742.72,987,27 Feb 2020,59 FLORA DRIVE #04-26,Resale,Strata,69,"10,623",-,Condominium,1,99 yrs from 25/05/2012,2016,HDB,506846,17,50,East Region,Pasir Ris
MANDARIN GARDENS,"1,750,000","1,786.82",979,27 Feb 2020,1 SIGLAP ROAD #07-05,Resale,Strata,166,"10,542",-,Condominium,1,99 yrs from 08/03/1982,1986,Private,448906,15,44,East Region,Bedok
AUSTVILLE RESIDENCES,"882,818","1,087.16",812,27 Feb 2020,13 SENGKANG EAST AVENUE #02-09,Resale,Strata,101,"8,741",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544805,19,54,North East Region,Sengkang
AFFINITY AT SERANGOON,"1,124,000",753.48,"1,492",27 Feb 2020,18 SERANGOON NORTH AVENUE 1 #04-08,New Sale,Strata,70,"16,057",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554336,19,55,North East Region,Serangoon
EUPHONY GARDENS,"680,000","1,205.57",564,28 Feb 2020,5 JALAN MATA AYER #01-21,Resale,Strata,112,"6,071",-,Condominium,1,99 yrs from 25/02/1998,2001,Private,759151,27,75,North Region,Mandai
THE M,"1,740,600",721.19,"2,414",28 Feb 2020,38 MIDDLE ROAD #13-43,New Sale,Strata,67,"25,979",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188947,07,18,Central Region,Downtown Core
TREASURE AT TAMPINES,"686,000",462.85,"1,482",28 Feb 2020,49 TAMPINES LANE #10-165,New Sale,Strata,43,"15,953",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528461,18,52,East Region,Tampines
PARC ESTA,"1,587,000",958,"1,657",28 Feb 2020,900 SIMS AVENUE #11-08,New Sale,Strata,89,"17,831",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408966,14,40,Central Region,Geylang
THE STELLAR,"1,738,000","1,776.06",979,28 Feb 2020,10 WEST COAST ROAD #01-08,Resale,Strata,165,"10,533",-,Condominium,1,Freehold,2008,Private,126822,05,12,West Region,Clementi
TREASURE AT TAMPINES,"909,000",678.13,"1,340",28 Feb 2020,37 TAMPINES LANE #08-121,New Sale,Strata,63,"14,429",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528467,18,52,East Region,Tampines
WATERBANK AT DAKOTA,"1,770,000","1,140.98","1,551",28 Feb 2020,76 DAKOTA CRESCENT #14-11,Resale,Strata,106,"16,698",-,Condominium,1,99 yrs from 07/12/2009,2013,Private,399944,14,39,Central Region,Geylang
N.A.,"1,850,000","1,727.62","1,071",28 Feb 2020,58A WAK HASSAN DRIVE,Resale,Land,160.5,"11,526",-,Terrace House,1,99 yrs from 25/01/2011,2012,HDB,757144,27,75,North Region,Sembawang
