Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
THE FLORENCE RESIDENCES,"726,000",484.38,"1,499",19 May 2020,85 HOUGANG AVENUE 2 #03-27,New Sale,Strata,45,"16,133",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538861,19,53,North East Region,Hougang
TAI KENG GARDENS,"2,350,000","1,870.78","1,256",19 May 2020,262 TAI KENG GARDENS,Resale,Land,173.8,"13,521",-,Terrace House,1,Freehold,-,HDB,535475,19,53,North East Region,Hougang
SEASONS PARK,"950,000","1,291.68",735,19 May 2020,499 YIO CHU KANG ROAD #03-08,Resale,Strata,120,"7,917",-,Condominium,1,99 yrs from 01/03/1995,1997,Private,787082,26,78,North East Region,Ang Mo Kio
MARINA ONE RESIDENCES,"3,900,000","1,582.31","2,465",19 May 2020,23 MARINA WAY #19-28,Resale,Strata,147,"26,531",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
THE CENTRIS,"1,280,000","1,151.75","1,111",19 May 2020,81 JURONG WEST CENTRAL 3 #13-38,Resale,Strata,107,"11,963",-,Apartment,1,99 yrs from 21/06/2006,2009,HDB,648340,22,64,West Region,Jurong West
DAINTREE RESIDENCE,"1,336,180",775.01,"1,724",19 May 2020,11C TOH TUCK ROAD #05-17,New Sale,Strata,72,"18,558",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,N.A,596159,21,59,Central Region,Bukit Timah
NOVENA REGENCY,"1,185,000",559.73,"2,117",19 May 2020,279 THOMSON ROAD #03-14,Resale,Strata,52,"22,788",-,Apartment,1,Freehold,2015,HDB,307690,11,30,Central Region,Novena
THE ANTARES,"1,147,000",667.37,"1,719",19 May 2020,19 MATTAR ROAD #02-01,New Sale,Strata,62,"18,500",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,Private,387728,14,38,Central Region,Geylang
TREASURE AT TAMPINES,"1,294,000","1,033.34","1,252",19 May 2020,47 TAMPINES LANE #02-159,New Sale,Strata,96,"13,479",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528462,18,52,East Region,Tampines
BUKIT 828,"1,046,000",635.08,"1,647",19 May 2020,828 UPPER BUKIT TIMAH ROAD #04-01,New Sale,Strata,59,"17,729",-,Apartment,1,Freehold,Uncompleted,N.A,678155,23,67,West Region,Bukit Panjang
PARC ESTA,"1,268,000",742.72,"1,707",19 May 2020,902 SIMS AVENUE #17-10,New Sale,Strata,69,"18,377",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408967,14,40,Central Region,Geylang
URBAN VILLAS,"3,200,000","5,715.68",560,19 May 2020,94 PAYA LEBAR CRESCENT,New Sale,Strata,531,"6,026",-,Semi-Detached House,1,Freehold,2017,N.A,536178,19,53,North East Region,Hougang
PARC ESTA,"1,236,000",742.72,"1,664",19 May 2020,902 SIMS AVENUE #03-11,New Sale,Strata,69,"17,913",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408967,14,40,Central Region,Geylang
VACANZA @ EAST,"950,000",839.59,"1,132",19 May 2020,50 LENGKONG TUJOH #04-40,Resale,Strata,78,"12,179",-,Condominium,1,Freehold,2014,HDB,417398,14,41,East Region,Bedok
GILSTEAD TWO,"1,800,000",904.18,"1,991",19 May 2020,2 GILSTEAD ROAD #17-04,Resale,Strata,84,"21,429",-,Apartment,1,Freehold,2014,HDB,309061,11,30,Central Region,Novena
PARC ESTA,"1,298,000",742.72,"1,748",19 May 2020,900 SIMS AVENUE #12-01,New Sale,Strata,69,"18,812",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408966,14,40,Central Region,Geylang
PARC CANBERRA,"1,031,000",947.23,"1,088",19 May 2020,11 CANBERRA WALK #07-21,New Sale,Strata,88,"11,716",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756946,27,75,North Region,Sembawang
N.A.,"1,185,000","1,162.51","1,019",19 May 2020,293B TANJONG KATONG ROAD,Sub Sale,Strata,108,"10,972",-,Apartment,1,999999 yrs from 01/01/1959,Uncompleted,HDB,437076,15,43,Central Region,Marine Parade
WATERCOLOURS,"895,000","1,097.93",815,19 May 2020,31 PASIR RIS LINK #05-26,Resale,Strata,102,"8,775",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,Private,518153,18,51,East Region,Pasir Ris
THE FLORENCE RESIDENCES,"1,419,000",936.47,"1,515",20 May 2020,83 HOUGANG AVENUE 2 #15-16,New Sale,Strata,87,"16,310",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,Private,538860,19,53,North East Region,Hougang
SKY EVERTON,"1,615,000",645.84,"2,501",20 May 2020,50 EVERTON ROAD #17-01,New Sale,Strata,60,"26,917",-,Apartment,1,Freehold,Uncompleted,HDB,089396,02,08,Central Region,Bukit Merah
PARC CLEMATIS,"1,102,000",721.19,"1,528",20 May 2020,8F JALAN LEMPENG #03-60,New Sale,Strata,67,"16,448",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,126740,05,12,West Region,Clementi
PARC CLEMATIS,"1,342,000",861.12,"1,558",20 May 2020,8C JALAN LEMPENG #06-34,New Sale,Strata,80,"16,775",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128825,05,12,West Region,Clementi
STIRLING RESIDENCES,"1,354,000",678.13,"1,997",20 May 2020,23 STIRLING ROAD #17-14,New Sale,Strata,63,"21,492",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148961,03,14,Central Region,Queenstown
STIRLING RESIDENCES,"1,412,000",678.13,"2,082",20 May 2020,25 STIRLING ROAD #36-23,New Sale,Strata,63,"22,413",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148962,03,14,Central Region,Queenstown
PARC CLEMATIS,"1,438,000",882.65,"1,629",20 May 2020,8B JALAN LEMPENG #09-30,New Sale,Strata,82,"17,537",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128824,05,12,West Region,Clementi
RAJAH TOWERS,"2,120,000","2,120.51","1,000",20 May 2020,32 JALAN RAJAH #14-02,Resale,Strata,197,"10,761",-,Apartment,1,Freehold,1983,Private,329141,12,32,Central Region,Novena
FOURTH AVENUE RESIDENCES,"1,048,000",484.38,"2,164",20 May 2020,12 FOURTH AVENUE #03-44,New Sale,Strata,45,"23,289",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,Private,268676,10,26,Central Region,Bukit Timah
THE TAPESTRY,"865,080",602.78,"1,435",20 May 2020,51 TAMPINES STREET 86 #12-04,New Sale,Strata,56,"15,448",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,HDB,528539,18,52,East Region,Tampines
LUXUS HILLS,"3,368,000","1,614.6","2,086",20 May 2020,4 LUXUS HILL DRIVE,Resale,Land,150,"22,453",-,Terrace House,1,999 yrs from 01/01/1879,2018,Private,804759,28,80,North East Region,Serangoon
KOPAR AT NEWTON,"1,603,000",688.9,"2,327",20 May 2020,8 MAKEWAY AVENUE #09-17,New Sale,Strata,64,"25,047",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,HDB,228607,09,22,Central Region,Novena
THE FLORENCE RESIDENCES,"932,000",635.08,"1,468",20 May 2020,91 HOUGANG AVENUE 2 #03-52,New Sale,Strata,59,"15,797",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538864,19,53,North East Region,Hougang
BAYVILLE CONDOMINIUM,"1,170,000","1,022.58","1,144",20 May 2020,42 SOUTH BUONA VISTA ROAD #04-15,Resale,Strata,95,"12,316",-,Condominium,1,Freehold,1996,HDB,118166,05,11,Central Region,Queenstown
PARC CLEMATIS,"1,367,000",861.12,"1,587",20 May 2020,8C JALAN LEMPENG #14-34,New Sale,Strata,80,"17,088",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128825,05,12,West Region,Clementi
PARC CLEMATIS,"1,192,000",710.42,"1,678",20 May 2020,8A JALAN LEMPENG #17-18,New Sale,Strata,66,"18,061",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128823,05,12,West Region,Clementi
ONE PEARL BANK,"1,180,000",430.56,"2,741",20 May 2020,1 PEARL BANK #36-13,New Sale,Strata,40,"29,500",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,N.A,169016,03,16,Central Region,Outram
THE INTERLACE,"2,100,000","1,765.3","1,190",20 May 2020,222 DEPOT ROAD #08-79,Resale,Strata,164,"12,805",-,Condominium,1,99 yrs from 11/02/2009,2013,Private,109705,04,10,Central Region,Bukit Merah
PARC CLEMATIS,"1,414,000",914.94,"1,545",20 May 2020,8F JALAN LEMPENG #13-58,New Sale,Strata,85,"16,635",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,126740,05,12,West Region,Clementi
N.A.,"3,250,000","1,186.19","2,740",20 May 2020,20 EVERITT ROAD,Resale,Land,110.2,"29,492",-,Terrace House,1,Freehold,1991,Private,428572,15,42,Central Region,Geylang
HEDGES PARK CONDOMINIUM,"940,000","1,076.4",873,20 May 2020,77 FLORA DRIVE #04-21,Resale,Strata,100,"9,400",-,Condominium,1,99 yrs from 28/07/2010,2015,HDB,506884,17,50,East Region,Pasir Ris
SEA HORIZON,"1,250,000","1,334.74",937,20 May 2020,11 PASIR RIS RISE #09-22,Resale,Strata,124,"10,081",-,Executive Condominium,1,99 yrs from 25/02/2013,2016,Private,518085,18,51,East Region,Pasir Ris
PARC CLEMATIS,"1,083,000",688.9,"1,572",20 May 2020,8B JALAN LEMPENG #19-32,New Sale,Strata,64,"16,922",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128824,05,12,West Region,Clementi
RIVERTREES RESIDENCES,"1,500,000","1,410.08","1,064",21 May 2020,25 FERNVALE CLOSE #20-12,Resale,Strata,131,"11,450",-,Apartment,1,99 yrs from 28/08/2013,2017,HDB,797462,28,79,North East Region,Sengkang
PARC CLEMATIS,"1,670,000","1,044.11","1,599",21 May 2020,8C JALAN LEMPENG #02-39,New Sale,Strata,97,"17,216",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128825,05,12,West Region,Clementi
N.A.,"10,000,000","7,611.22","1,314",21 May 2020,37 POOLE ROAD,Resale,Land,707.1,"14,142",-,Detached House,1,Freehold,-,Private,437528,15,43,Central Region,Marine Parade
VIEW AT KISMIS,"1,186,000",699.66,"1,695",21 May 2020,23 LORONG KISMIS #04-31,New Sale,Strata,65,"18,246",-,Apartment,1,99 yrs from 31/05/2019,Uncompleted,HDB,596188,21,59,Central Region,Bukit Timah
SILVERSEA,"2,600,000","1,646.89","1,579",21 May 2020,50 MARINE PARADE ROAD #12-14,Resale,Strata,153,"16,993",-,Condominium,1,99 yrs from 20/07/2007,2014,Private,449307,15,44,Central Region,Marine Parade
AFFINITY AT SERANGOON,"1,635,000","1,076.4","1,519",21 May 2020,28 SERANGOON NORTH AVENUE 1 #03-58,New Sale,Strata,100,"16,350",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554341,19,55,North East Region,Serangoon
PALMERA RESIDENCE,"1,180,000","1,496.2",789,21 May 2020,38 LORONG N TELOK KURAU #02-09,Resale,Strata,139,"8,489",-,Apartment,1,Freehold,2010,Private,425163,15,42,East Region,Bedok
THE SPRINGSIDE,"2,850,000","1,663.04","1,714",21 May 2020,23 SPRINGSIDE CRESCENT,Resale,Land,154.5,"18,447",-,Terrace House,1,Freehold,2014,N.A,786173,26,78,North Region,Yishun
THE FLORENCE RESIDENCES,"751,000",484.38,"1,550",21 May 2020,95 HOUGANG AVENUE 2 #09-72,New Sale,Strata,45,"16,689",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,533754,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,110,000",721.19,"1,539",21 May 2020,97 HOUGANG AVENUE 2 #13-74,New Sale,Strata,67,"16,567",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,Private,533753,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"715,000",484.38,"1,476",21 May 2020,97 HOUGANG AVENUE 2 #04-81,New Sale,Strata,45,"15,889",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,533753,19,53,North East Region,Hougang
THE TAPESTRY,"1,244,970",925.7,"1,345",21 May 2020,55 TAMPINES STREET 86 #11-25,New Sale,Strata,86,"14,476",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,HDB,528541,18,52,East Region,Tampines
SENGKANG GRAND RESIDENCES,"821,600",473.62,"1,735",21 May 2020,82 COMPASSVALE BOW #06-48,New Sale,Strata,44,"18,673",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,N.A,544571,19,54,North East Region,Sengkang
WATTEN RESIDENCES,"3,580,000","3,110.8","1,151",21 May 2020,28J WATTEN RISE,Resale,Strata,289,"12,388",-,Terrace House,1,Freehold,2011,Private,287399,11,28,Central Region,Bukit Timah
AFFINITY AT SERANGOON,"1,603,000","1,151.75","1,392",21 May 2020,24 SERANGOON NORTH AVENUE 1 #05-37,New Sale,Strata,107,"14,981",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,Private,554339,19,55,North East Region,Serangoon
TREASURE AT TAMPINES,"921,000",656.6,"1,403",21 May 2020,39 TAMPINES LANE #12-128,New Sale,Strata,61,"15,098",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528466,18,52,East Region,Tampines
NOTTINGHILL SUITES,"620,000",398.27,"1,557",21 May 2020,29A TOH TUCK ROAD #02-32,Resale,Strata,37,"16,757",-,Apartment,1,Freehold,2014,Private,596195,21,59,Central Region,Bukit Timah
BARTLEY RIDGE,"1,400,000","1,033.34","1,355",21 May 2020,40 MOUNT VERNON ROAD #07-32,Resale,Strata,96,"14,583",-,Condominium,1,99 yrs from 16/04/2012,2016,HDB,368060,13,36,Central Region,Toa Payoh
DAINTREE RESIDENCE,"1,230,000",775.01,"1,587",21 May 2020,11G TOH TUCK ROAD #01-33,New Sale,Strata,72,"17,083",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,N.A,596129,21,59,Central Region,Bukit Timah
LIVIA,"1,050,000","1,259.39",834,21 May 2020,77 PASIR RIS GROVE #16-36,Resale,Strata,117,"8,974",-,Condominium,1,99 yrs from 07/01/2008,2011,Private,518208,18,51,East Region,Pasir Ris
PARC ESTA,"880,000",452.09,"1,947",21 May 2020,900 SIMS AVENUE #16-05,New Sale,Strata,42,"20,952",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408966,14,40,Central Region,Geylang
HIGH PARK RESIDENCES,"743,000",592.02,"1,255",21 May 2020,31 FERNVALE ROAD #23-59,Resale,Strata,55,"13,509",-,Apartment,1,99 yrs from 05/11/2014,2019,Private,797417,28,79,North East Region,Sengkang
VIDA,"1,130,000",527.44,"2,142",21 May 2020,5 PECK HAY ROAD #16-05,Resale,Strata,49,"23,061",-,Apartment,1,Freehold,2009,Private,228307,09,22,Central Region,Newton
WHISTLER GRAND,"1,120,120",764.24,"1,466",21 May 2020,107 WEST COAST VALE #22-05,New Sale,Strata,71,"15,776",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,N.A,126751,05,12,West Region,Clementi
Q BAY RESIDENCES,"815,000",796.54,"1,023",22 May 2020,1 TAMPINES STREET 86 #04-06,Resale,Strata,74,"11,014",-,Condominium,1,99 yrs from 21/08/2012,2016,HDB,528583,18,52,East Region,Tampines
ECO SANCTUARY,"930,000",731.95,"1,271",22 May 2020,65 CHESTNUT AVENUE #05-16,Resale,Strata,68,"13,676",-,Condominium,1,99 yrs from 25/04/2012,2016,HDB,679524,23,67,West Region,Bukit Panjang
HILLION RESIDENCES,"700,000",462.85,"1,512",22 May 2020,8 JELEBU ROAD #12-03,Resale,Strata,43,"16,279",-,Apartment,1,99 yrs from 04/01/2013,2017,HDB,677671,23,67,West Region,Bukit Panjang
COMMONWEALTH TOWERS,"835,000",484.38,"1,724",22 May 2020,230 COMMONWEALTH AVENUE #15-03,Resale,Strata,45,"18,556",-,Condominium,1,99 yrs from 07/05/2013,2017,HDB,149739,03,14,Central Region,Queenstown
AVENUE SOUTH RESIDENCE,"1,677,000",947.23,"1,770",22 May 2020,13 SILAT AVENUE #04-42,New Sale,Strata,88,"19,057",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,HDB,168878,03,16,Central Region,Bukit Merah
PARC CLEMATIS,"1,715,000","1,044.11","1,643",22 May 2020,8E JALAN LEMPENG #11-57,New Sale,Strata,97,"17,680",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128827,05,12,West Region,Clementi
N.A.,"3,128,000","1,692.1","1,849",22 May 2020,79 JALAN TARI PIRING,Resale,Land,157.2,"19,898",-,Terrace House,1,999 yrs from 01/01/1879,-,N.A,799230,28,79,North East Region,Sengkang
PARC ESTA,"1,527,000",958,"1,594",22 May 2020,914 SIMS AVENUE #04-68,New Sale,Strata,89,"17,157",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408973,14,40,Central Region,Geylang
PARC ESTA,"1,727,000","1,033.34","1,671",22 May 2020,914 SIMS AVENUE #06-69,New Sale,Strata,96,"17,990",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408973,14,40,Central Region,Geylang
EUHABITAT,"710,000",527.44,"1,346",22 May 2020,220 JALAN EUNOS #05-97,Resale,Strata,49,"14,490",-,Condominium,1,99 yrs from 06/12/2010,2015,Private,415872,14,41,East Region,Bedok
SELETAR HILLS ESTATE,"4,680,000","3,496.15","1,339",22 May 2020,73 JALAN JARAK,Resale,Land,324.8,"14,409",-,Semi-Detached House,1,999 yrs from 01/01/1879,-,Private,809237,28,80,North East Region,Serangoon
STIRLING RESIDENCES,"976,000",441.32,"2,212",22 May 2020,21 STIRLING ROAD #35-01,New Sale,Strata,41,"23,805",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,N.A,148960,03,14,Central Region,Queenstown
STIRLING RESIDENCES,"956,000",505.91,"1,890",22 May 2020,23 STIRLING ROAD #07-13,New Sale,Strata,47,"20,340",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,N.A,148961,03,14,Central Region,Queenstown
THE POIZ RESIDENCES,"1,268,888",807.3,"1,572",22 May 2020,12 MEYAPPA CHETTIAR ROAD #13-49,Sub Sale,Strata,75,"16,919",-,Apartment,1,99 yrs from 17/11/2014,2018,HDB,358474,13,35,Central Region,Toa Payoh
TREASURE AT TAMPINES,"1,309,000","1,033.34","1,267",22 May 2020,35 TAMPINES LANE #02-112,New Sale,Strata,96,"13,635",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528468,18,52,East Region,Tampines
RIVERBANK @ FERNVALE,"600,000",495.14,"1,212",22 May 2020,15 FERNVALE CLOSE #14-24,Resale,Strata,46,"13,043",-,Condominium,1,99 yrs from 10/07/2013,2017,Private,797477,28,79,North East Region,Sengkang
THE FLORENCE RESIDENCES,"733,000",484.38,"1,513",22 May 2020,87 HOUGANG AVENUE 2 #06-36,New Sale,Strata,45,"16,289",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538862,19,53,North East Region,Hougang
HILLCREST VILLA,"2,970,000","3,089.27",961,22 May 2020,13P HILLCREST ROAD,Resale,Strata,287,"10,348",-,Terrace House,1,99 yrs from 03/08/2006,2009,Private,286744,11,28,Central Region,Bukit Timah
OPERA ESTATE,"3,388,000","3,302.4","1,026",22 May 2020,1 FIDELIO STREET,Resale,Land,306.8,"11,043",-,Semi-Detached House,1,Freehold,-,Private,458391,15,45,East Region,Bedok
TREASURE AT TAMPINES,"971,000",678.13,"1,432",22 May 2020,7 TAMPINES LANE #07-25,New Sale,Strata,63,"15,413",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528487,18,52,East Region,Tampines
CASHEW GREEN,"4,088,000","1,915.99","2,066",22 May 2020,108 CASHEW ROAD,New Sale,Land,178,"22,236","3,958,000",Terrace House,1,999 yrs from 09/01/1883,Uncompleted,Private,679681,23,67,West Region,Bukit Panjang
BURGUNDY HILL,"1,960,000","2,260.44",867,22 May 2020,15 BURGUNDY RISE,Resale,Land,210,"9,333",-,Semi-Detached House,1,99 yrs from 01/03/1995,1999,Private,658866,23,65,West Region,Bukit Batok
REZI 24,"1,110,500",699.66,"1,587",22 May 2020,39 LORONG 24 GEYLANG #08-04,New Sale,Strata,65,"17,085",-,Apartment,1,Freehold,Uncompleted,HDB,398636,14,39,Central Region,Geylang
PRESTIGE HEIGHTS,"570,000",333.68,"1,708",22 May 2020,348 BALESTIER ROAD #12-07,Resale,Strata,31,"18,387",-,Apartment,1,Freehold,2011,HDB,329778,12,32,Central Region,Novena
PARC CLEMATIS,"1,735,000","1,044.11","1,662",23 May 2020,8E JALAN LEMPENG #21-57,New Sale,Strata,97,"17,887",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128827,05,12,West Region,Clementi
THE WOODLEIGH RESIDENCES,"1,796,000",958,"1,875",23 May 2020,15 BIDADARI PARK DRIVE #09-07,New Sale,Strata,89,"20,180",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,Private,367805,13,36,Central Region,Toa Payoh
THE GARDEN RESIDENCES,"725,600",452.09,"1,605",23 May 2020,1 SERANGOON NORTH VIEW #07-01,New Sale,Strata,42,"17,276",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554343,19,55,North East Region,Serangoon
THE TAPESTRY,"964,320",742.72,"1,298",23 May 2020,51 TAMPINES STREET 86 #15-10,New Sale,Strata,69,"13,976",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,N.A,528539,18,52,East Region,Tampines
KOPAR AT NEWTON,"2,038,000",958,"2,127",23 May 2020,6 MAKEWAY AVENUE #03-06,New Sale,Strata,89,"22,899",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228606,09,22,Central Region,Novena
PARC CLEMATIS,"1,155,000",710.42,"1,626",23 May 2020,8 JALAN LEMPENG #07-10,New Sale,Strata,66,"17,500",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128796,05,12,West Region,Clementi
TREASURE AT TAMPINES,"1,208,000",914.94,"1,320",23 May 2020,9 TAMPINES LANE #07-35,New Sale,Strata,85,"14,212",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528481,18,52,East Region,Tampines
UPTOWN @ FARRER,"1,734,542","1,033.34","1,679",23 May 2020,2 PERUMAL ROAD #07-02,New Sale,Strata,96,"18,068",-,Apartment,1,99 yrs from 17/04/2017,Uncompleted,Private,218773,08,21,Central Region,Kallang
WHISTLER GRAND,"1,126,680",764.24,"1,474",23 May 2020,107 WEST COAST VALE #24-05,New Sale,Strata,71,"15,869",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,HDB,126751,05,12,West Region,Clementi
AFFINITY AT SERANGOON,"753,000",473.62,"1,590",23 May 2020,26 SERANGOON NORTH AVENUE 1 #07-44,New Sale,Strata,44,"17,114",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554340,19,55,North East Region,Serangoon
PARC CLEMATIS,"1,096,000",688.9,"1,591",23 May 2020,8B JALAN LEMPENG #23-32,New Sale,Strata,64,"17,125",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128824,05,12,West Region,Clementi
PIERMONT GRAND,"1,739,600","1,506.96","1,154",23 May 2020,28 SUMANG WALK #14-15,New Sale,Strata,140,"12,426",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828619,19,82,North East Region,Punggol
THE FLORENCE RESIDENCES,"763,000",484.38,"1,575",24 May 2020,83 HOUGANG AVENUE 2 #13-18,New Sale,Strata,45,"16,956",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538860,19,53,North East Region,Hougang
PARC CLEMATIS,"1,711,000","1,044.11","1,639",24 May 2020,8E JALAN LEMPENG #09-57,New Sale,Strata,97,"17,639",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128827,05,12,West Region,Clementi
PARC CLEMATIS,"2,007,000","1,237.86","1,621",24 May 2020,8D JALAN LEMPENG #23-48,New Sale,Strata,115,"17,452",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128826,05,12,West Region,Clementi
PARC CLEMATIS,"1,474,000",882.65,"1,670",24 May 2020,8B JALAN LEMPENG #21-30,New Sale,Strata,82,"17,976",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128824,05,12,West Region,Clementi
AFFINITY AT SERANGOON,"840,000",538.2,"1,561",24 May 2020,30 SERANGOON NORTH AVENUE 1 #04-72,New Sale,Strata,50,"16,800",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554342,19,55,North East Region,Serangoon
PIERMONT GRAND,"973,620",839.59,"1,160",24 May 2020,38 SUMANG WALK #07-33,New Sale,Strata,78,"12,482",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828624,19,82,North East Region,Punggol
THE FLORENCE RESIDENCES,"804,000",527.44,"1,524",24 May 2020,91 HOUGANG AVENUE 2 #04-45,New Sale,Strata,49,"16,408",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538864,19,53,North East Region,Hougang
MARTIN MODERN,"2,080,700",764.24,"2,593",24 May 2020,10 MARTIN PLACE #18-14,New Sale,Strata,71,"27,914","1,981,900",Condominium,1,99 yrs from 28/09/2016,Uncompleted,Private,237963,09,23,Central Region,River Valley
KENT RIDGE HILL RESIDENCES,"1,219,000",656.6,"1,857",24 May 2020,64A SOUTH BUONA VISTA ROAD #05-63,New Sale,Strata,61,"19,984",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,N.A,117326,05,11,Central Region,Queenstown
ONE PEARL BANK,"1,108,000",430.56,"2,573",24 May 2020,1 PEARL BANK #16-14,New Sale,Strata,40,"27,700",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,HDB,169016,03,16,Central Region,Outram
RIVERFRONT RESIDENCES,"726,000",516.67,"1,405",24 May 2020,47 HOUGANG AVENUE 7 #10-34,New Sale,Strata,48,"15,125",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,N.A,533816,19,53,North East Region,Hougang
PARC CLEMATIS,"2,783,888","2,658.71","1,047",24 May 2020,2H JALAN LEMPENG,New Sale,Strata,247,"11,271",-,Terrace House,1,99 yrs from 08/08/2019,Uncompleted,N.A,128818,05,12,West Region,Clementi
TREASURE AT TAMPINES,"1,362,000","1,033.34","1,318",24 May 2020,51 TAMPINES LANE #10-175,New Sale,Strata,96,"14,188",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528460,18,52,East Region,Tampines
PARC ESTA,"1,342,000",839.59,"1,598",24 May 2020,912 SIMS AVENUE #01-60,New Sale,Strata,78,"17,205",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408972,14,40,Central Region,Geylang
THE FLORENCE RESIDENCES,"949,000",635.08,"1,494",24 May 2020,95 HOUGANG AVENUE 2 #07-64,New Sale,Strata,59,"16,085",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,533754,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"759,000",473.62,"1,603",24 May 2020,26 SERANGOON NORTH AVENUE 1 #09-44,New Sale,Strata,44,"17,250",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,Private,554340,19,55,North East Region,Serangoon
